Category,Setting,Diagnosis,Date,Count
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,99
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,73
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,68
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,103
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,201
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,161
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,114
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,93
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,76
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,85
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,58
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,92
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,101
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,92
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,96
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,97
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,94
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,3
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,1
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,4
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,5
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,4
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,2
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,5
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,4
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,6
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,6
stroke,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,8
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,5
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,1
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,5
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,2
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,6
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,4
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,4
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,3
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,4
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,4
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,7
stroke,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,3
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,96
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,84
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,104
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,92
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,95
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,83
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,111
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,103
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,88
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,88
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,88
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,101
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,115
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,98
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,86
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,74
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,86
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,67
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,84
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,112
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,101
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,94
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,86
substance use disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,107
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,2
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,4
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,5
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,3
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,3
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,3
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,3
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,2
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,1
unspecified mental disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-04-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-05-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-06-01,3
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-07-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-08-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-09-01,1
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-11-01,1
anxiety,emergency dept,Secondary (COVID-19 Primary),2020-12-01,9
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-01-01,6
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-02-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-03-01,1
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-06-01,1
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-08-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-09-01,1
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-10-01,2
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-11-01,3
anxiety,emergency dept,Secondary (COVID-19 Primary),2021-12-01,1
asthma,emergency dept,Secondary (COVID-19 Primary),2020-04-01,1
asthma,emergency dept,Secondary (COVID-19 Primary),2020-05-01,1
asthma,emergency dept,Secondary (COVID-19 Primary),2020-09-01,1
asthma,emergency dept,Secondary (COVID-19 Primary),2020-11-01,1
asthma,emergency dept,Secondary (COVID-19 Primary),2020-12-01,13
asthma,emergency dept,Secondary (COVID-19 Primary),2021-01-01,14
asthma,emergency dept,Secondary (COVID-19 Primary),2021-02-01,3
asthma,emergency dept,Secondary (COVID-19 Primary),2021-04-01,1
asthma,emergency dept,Secondary (COVID-19 Primary),2021-07-01,2
asthma,emergency dept,Secondary (COVID-19 Primary),2021-08-01,2
asthma,emergency dept,Secondary (COVID-19 Primary),2021-09-01,2
asthma,emergency dept,Secondary (COVID-19 Primary),2021-10-01,1
asthma,emergency dept,Secondary (COVID-19 Primary),2021-11-01,2
cancer,emergency dept,Secondary (COVID-19 Primary),2020-06-01,1
cancer,emergency dept,Secondary (COVID-19 Primary),2020-07-01,1
cancer,emergency dept,Secondary (COVID-19 Primary),2020-08-01,1
cancer,emergency dept,Secondary (COVID-19 Primary),2020-09-01,1
cancer,emergency dept,Secondary (COVID-19 Primary),2020-10-01,1
cancer,emergency dept,Secondary (COVID-19 Primary),2020-12-01,5
cancer,emergency dept,Secondary (COVID-19 Primary),2021-01-01,2
cancer,emergency dept,Secondary (COVID-19 Primary),2021-02-01,3
cancer,emergency dept,Secondary (COVID-19 Primary),2021-08-01,3
cancer,emergency dept,Secondary (COVID-19 Primary),2021-10-01,1
cancer,emergency dept,Secondary (COVID-19 Primary),2021-11-01,3
cancer,emergency dept,Secondary (COVID-19 Primary),2021-12-01,1
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-04-01,29
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-05-01,10
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-06-01,21
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-07-01,36
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-08-01,31
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-09-01,18
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-10-01,11
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-11-01,24
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2020-12-01,171
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-01-01,142
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-02-01,28
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-03-01,14
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-04-01,7
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-05-01,2
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-06-01,5
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-07-01,9
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-08-01,33
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-09-01,21
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-10-01,19
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-11-01,17
cardiac arrest,emergency dept,Secondary (COVID-19 Primary),2021-12-01,21
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2020-04-01,3
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2020-06-01,2
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2020-07-01,5
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2020-08-01,1
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2020-11-01,7
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2020-12-01,21
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-01-01,11
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-02-01,4
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-03-01,1
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-04-01,1
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-06-01,1
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-07-01,1
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-08-01,5
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-09-01,2
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-10-01,1
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-11-01,1
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Primary),2021-12-01,2
depression,emergency dept,Secondary (COVID-19 Primary),2020-05-01,3
depression,emergency dept,Secondary (COVID-19 Primary),2020-06-01,2
depression,emergency dept,Secondary (COVID-19 Primary),2020-07-01,3
depression,emergency dept,Secondary (COVID-19 Primary),2020-08-01,5
depression,emergency dept,Secondary (COVID-19 Primary),2020-09-01,1
depression,emergency dept,Secondary (COVID-19 Primary),2020-10-01,1
depression,emergency dept,Secondary (COVID-19 Primary),2020-11-01,2
depression,emergency dept,Secondary (COVID-19 Primary),2020-12-01,8
depression,emergency dept,Secondary (COVID-19 Primary),2021-01-01,4
depression,emergency dept,Secondary (COVID-19 Primary),2021-02-01,2
depression,emergency dept,Secondary (COVID-19 Primary),2021-04-01,2
depression,emergency dept,Secondary (COVID-19 Primary),2021-07-01,1
depression,emergency dept,Secondary (COVID-19 Primary),2021-08-01,2
depression,emergency dept,Secondary (COVID-19 Primary),2021-09-01,1
depression,emergency dept,Secondary (COVID-19 Primary),2021-10-01,2
depression,emergency dept,Secondary (COVID-19 Primary),2021-11-01,2
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-04-01,20
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-05-01,9
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-06-01,11
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-07-01,24
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-08-01,18
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-09-01,10
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-10-01,6
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-11-01,21
diabetes,emergency dept,Secondary (COVID-19 Primary),2020-12-01,110
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-01-01,89
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-02-01,22
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-03-01,7
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-04-01,2
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-05-01,1
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-06-01,1
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-07-01,7
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-08-01,15
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-09-01,10
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-10-01,7
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-11-01,10
diabetes,emergency dept,Secondary (COVID-19 Primary),2021-12-01,7
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-04-01,27
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-05-01,8
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-06-01,16
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-07-01,32
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-08-01,28
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-09-01,15
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-10-01,13
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-11-01,33
hypertension,emergency dept,Secondary (COVID-19 Primary),2020-12-01,155
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-01-01,115
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-02-01,35
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-03-01,9
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-04-01,2
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-05-01,1
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-06-01,4
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-07-01,7
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-08-01,18
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-09-01,15
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-10-01,14
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-11-01,11
hypertension,emergency dept,Secondary (COVID-19 Primary),2021-12-01,10
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Primary),2020-12-01,3
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Primary),2021-01-01,1
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Primary),2021-02-01,1
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Primary),2021-07-01,1
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Primary),2021-10-01,1
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2020-05-01,1
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2020-06-01,1
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2020-07-01,2
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2020-08-01,2
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2020-12-01,3
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2021-01-01,3
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2021-02-01,1
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Primary),2021-07-01,1
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Primary),2020-12-01,1
obesity,emergency dept,Secondary (COVID-19 Primary),2020-04-01,5
obesity,emergency dept,Secondary (COVID-19 Primary),2020-05-01,5
obesity,emergency dept,Secondary (COVID-19 Primary),2020-06-01,1
obesity,emergency dept,Secondary (COVID-19 Primary),2020-07-01,3
obesity,emergency dept,Secondary (COVID-19 Primary),2020-08-01,3
obesity,emergency dept,Secondary (COVID-19 Primary),2020-10-01,2
obesity,emergency dept,Secondary (COVID-19 Primary),2020-11-01,4
obesity,emergency dept,Secondary (COVID-19 Primary),2020-12-01,24
obesity,emergency dept,Secondary (COVID-19 Primary),2021-01-01,9
obesity,emergency dept,Secondary (COVID-19 Primary),2021-02-01,5
obesity,emergency dept,Secondary (COVID-19 Primary),2021-03-01,2
obesity,emergency dept,Secondary (COVID-19 Primary),2021-04-01,1
obesity,emergency dept,Secondary (COVID-19 Primary),2021-05-01,1
obesity,emergency dept,Secondary (COVID-19 Primary),2021-07-01,4
obesity,emergency dept,Secondary (COVID-19 Primary),2021-08-01,10
obesity,emergency dept,Secondary (COVID-19 Primary),2021-09-01,3
obesity,emergency dept,Secondary (COVID-19 Primary),2021-10-01,3
obesity,emergency dept,Secondary (COVID-19 Primary),2021-11-01,4
obesity,emergency dept,Secondary (COVID-19 Primary),2021-12-01,2
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-04-01,10
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-05-01,7
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-06-01,14
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-07-01,26
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-08-01,16
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-09-01,8
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-10-01,6
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-11-01,24
pneumonia,emergency dept,Secondary (COVID-19 Primary),2020-12-01,129
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-01-01,116
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-02-01,27
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-03-01,10
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-04-01,4
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-06-01,2
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-07-01,5
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-08-01,24
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-09-01,22
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-10-01,15
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-11-01,18
pneumonia,emergency dept,Secondary (COVID-19 Primary),2021-12-01,11
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-03-01,1
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-04-01,14
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-05-01,13
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-06-01,16
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-07-01,29
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-08-01,21
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-09-01,8
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-10-01,6
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-11-01,28
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2020-12-01,130
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-01-01,122
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-02-01,26
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-03-01,8
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-04-01,2
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-05-01,1
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-06-01,4
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-07-01,5
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-08-01,19
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-09-01,19
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-10-01,16
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-11-01,19
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Primary),2021-12-01,13
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-03-01,1
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-04-01,4
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-05-01,4
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-06-01,4
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-07-01,9
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-08-01,9
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-09-01,6
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-10-01,2
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-11-01,9
sepsis,emergency dept,Secondary (COVID-19 Primary),2020-12-01,31
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-01-01,35
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-02-01,8
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-03-01,6
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-04-01,1
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-07-01,3
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-08-01,4
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-09-01,6
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-10-01,2
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-11-01,3
sepsis,emergency dept,Secondary (COVID-19 Primary),2021-12-01,3
stroke,emergency dept,Secondary (COVID-19 Primary),2020-12-01,4
stroke,emergency dept,Secondary (COVID-19 Primary),2021-03-01,1
stroke,emergency dept,Secondary (COVID-19 Primary),2021-10-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2020-04-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2020-06-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2020-07-01,2
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2020-08-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2020-09-01,2
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2020-12-01,11
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-01-01,11
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-02-01,5
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-03-01,4
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-05-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-06-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-07-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-08-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-09-01,1
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-10-01,3
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-11-01,4
substance use disorders,emergency dept,Secondary (COVID-19 Primary),2021-12-01,2
anxiety,inpatient discharges,Primary,2021-01-01,1
anxiety,inpatient discharges,Primary,2021-03-01,1
anxiety,inpatient discharges,Primary,2021-04-01,1
anxiety,inpatient discharges,Primary,2021-12-01,1
asthma,inpatient discharges,Primary,2020-01-01,6
asthma,inpatient discharges,Primary,2020-02-01,5
asthma,inpatient discharges,Primary,2020-03-01,3
asthma,inpatient discharges,Primary,2020-04-01,4
asthma,inpatient discharges,Primary,2020-05-01,2
asthma,inpatient discharges,Primary,2020-06-01,2
asthma,inpatient discharges,Primary,2020-07-01,1
asthma,inpatient discharges,Primary,2020-08-01,1
asthma,inpatient discharges,Primary,2020-10-01,4
asthma,inpatient discharges,Primary,2020-11-01,5
asthma,inpatient discharges,Primary,2020-12-01,5
asthma,inpatient discharges,Primary,2021-01-01,2
asthma,inpatient discharges,Primary,2021-02-01,4
asthma,inpatient discharges,Primary,2021-03-01,4
asthma,inpatient discharges,Primary,2021-04-01,1
asthma,inpatient discharges,Primary,2021-05-01,3
asthma,inpatient discharges,Primary,2021-07-01,4
asthma,inpatient discharges,Primary,2021-08-01,3
asthma,inpatient discharges,Primary,2021-09-01,3
asthma,inpatient discharges,Primary,2021-10-01,1
asthma,inpatient discharges,Primary,2021-11-01,5
asthma,inpatient discharges,Primary,2021-12-01,6
behavioral syndromes,inpatient discharges,Primary,2020-09-01,1
behavioral syndromes,inpatient discharges,Primary,2020-12-01,1
behavioral syndromes,inpatient discharges,Primary,2021-07-01,1
behavioral syndromes,inpatient discharges,Primary,2021-11-01,1
cancer,inpatient discharges,Primary,2020-01-01,429
cancer,inpatient discharges,Primary,2020-02-01,413
cancer,inpatient discharges,Primary,2020-03-01,355
cancer,inpatient discharges,Primary,2020-04-01,238
cancer,inpatient discharges,Primary,2020-05-01,291
cancer,inpatient discharges,Primary,2020-06-01,323
cancer,inpatient discharges,Primary,2020-07-01,293
cancer,inpatient discharges,Primary,2020-08-01,301
cancer,inpatient discharges,Primary,2020-09-01,313
cancer,inpatient discharges,Primary,2020-10-01,318
cancer,inpatient discharges,Primary,2020-11-01,298
cancer,inpatient discharges,Primary,2020-12-01,341
cancer,inpatient discharges,Primary,2021-01-01,329
cancer,inpatient discharges,Primary,2021-02-01,309
cancer,inpatient discharges,Primary,2021-03-01,340
cancer,inpatient discharges,Primary,2021-04-01,311
cancer,inpatient discharges,Primary,2021-05-01,353
cancer,inpatient discharges,Primary,2021-06-01,338
cancer,inpatient discharges,Primary,2021-07-01,331
cancer,inpatient discharges,Primary,2021-08-01,333
cancer,inpatient discharges,Primary,2021-09-01,355
cancer,inpatient discharges,Primary,2021-10-01,332
cancer,inpatient discharges,Primary,2021-11-01,341
cancer,inpatient discharges,Primary,2021-12-01,359
cardiac arrest,inpatient discharges,Primary,2020-01-01,73
cardiac arrest,inpatient discharges,Primary,2020-02-01,75
cardiac arrest,inpatient discharges,Primary,2020-03-01,83
