Date,Category,Setting,Count
2021-05-01,substance use disorders,emergency dept,87
2021-06-01,substance use disorders,emergency dept,68
2021-07-01,substance use disorders,emergency dept,86
2021-08-01,substance use disorders,emergency dept,114
2021-09-01,substance use disorders,emergency dept,102
2021-10-01,substance use disorders,emergency dept,97
2021-11-01,substance use disorders,emergency dept,90
2021-12-01,substance use disorders,emergency dept,110
2018-02-01,unspecified mental disorders,emergency dept,2
2018-03-01,unspecified mental disorders,emergency dept,1
2018-04-01,unspecified mental disorders,emergency dept,2
2018-05-01,unspecified mental disorders,emergency dept,2
2018-06-01,unspecified mental disorders,emergency dept,2
2018-07-01,unspecified mental disorders,emergency dept,1
2018-08-01,unspecified mental disorders,emergency dept,3
2018-09-01,unspecified mental disorders,emergency dept,3
2018-10-01,unspecified mental disorders,emergency dept,1
2018-11-01,unspecified mental disorders,emergency dept,3
2018-12-01,unspecified mental disorders,emergency dept,1
2019-01-01,unspecified mental disorders,emergency dept,1
2019-02-01,unspecified mental disorders,emergency dept,2
2019-03-01,unspecified mental disorders,emergency dept,1
2019-04-01,unspecified mental disorders,emergency dept,3
2019-05-01,unspecified mental disorders,emergency dept,2
2019-07-01,unspecified mental disorders,emergency dept,4
2019-08-01,unspecified mental disorders,emergency dept,2
2019-10-01,unspecified mental disorders,emergency dept,1
2019-11-01,unspecified mental disorders,emergency dept,2
2019-12-01,unspecified mental disorders,emergency dept,2
2020-03-01,unspecified mental disorders,emergency dept,2
2020-04-01,unspecified mental disorders,emergency dept,4
2020-05-01,unspecified mental disorders,emergency dept,1
2020-07-01,unspecified mental disorders,emergency dept,1
2020-08-01,unspecified mental disorders,emergency dept,6
2020-09-01,unspecified mental disorders,emergency dept,1
2020-10-01,unspecified mental disorders,emergency dept,1
2020-12-01,unspecified mental disorders,emergency dept,3
2021-01-01,unspecified mental disorders,emergency dept,3
2021-02-01,unspecified mental disorders,emergency dept,1
2021-03-01,unspecified mental disorders,emergency dept,3
2021-04-01,unspecified mental disorders,emergency dept,3
2021-06-01,unspecified mental disorders,emergency dept,2
2021-07-01,unspecified mental disorders,emergency dept,1
2021-08-01,unspecified mental disorders,emergency dept,1
2021-09-01,unspecified mental disorders,emergency dept,1
2021-10-01,unspecified mental disorders,emergency dept,1
2021-11-01,unspecified mental disorders,emergency dept,2
2018-01-01,anxiety,inpatient discharges,745
2018-02-01,anxiety,inpatient discharges,564
2018-03-01,anxiety,inpatient discharges,662
2018-04-01,anxiety,inpatient discharges,556
2018-05-01,anxiety,inpatient discharges,544
2018-06-01,anxiety,inpatient discharges,537
2018-07-01,anxiety,inpatient discharges,559
2018-08-01,anxiety,inpatient discharges,548
2018-09-01,anxiety,inpatient discharges,495
2018-10-01,anxiety,inpatient discharges,514
2018-11-01,anxiety,inpatient discharges,506
2018-12-01,anxiety,inpatient discharges,596
2019-01-01,anxiety,inpatient discharges,611
2019-02-01,anxiety,inpatient discharges,636
2019-03-01,anxiety,inpatient discharges,643
2019-04-01,anxiety,inpatient discharges,596
2019-05-01,anxiety,inpatient discharges,580
2019-06-01,anxiety,inpatient discharges,531
2019-07-01,anxiety,inpatient discharges,540
2019-08-01,anxiety,inpatient discharges,516
2019-09-01,anxiety,inpatient discharges,496
2019-10-01,anxiety,inpatient discharges,559
2019-11-01,anxiety,inpatient discharges,539
2019-12-01,anxiety,inpatient discharges,617
2020-01-01,anxiety,inpatient discharges,678
2020-02-01,anxiety,inpatient discharges,660
2020-03-01,anxiety,inpatient discharges,621
2020-04-01,anxiety,inpatient discharges,513
2020-05-01,anxiety,inpatient discharges,505
2020-06-01,anxiety,inpatient discharges,539
2020-07-01,anxiety,inpatient discharges,689
2020-08-01,anxiety,inpatient discharges,677
2020-09-01,anxiety,inpatient discharges,573
2020-10-01,anxiety,inpatient discharges,570
2020-11-01,anxiety,inpatient discharges,734
2020-12-01,anxiety,inpatient discharges,1406
2021-01-01,anxiety,inpatient discharges,2002
2021-02-01,anxiety,inpatient discharges,1172
2021-03-01,anxiety,inpatient discharges,761
2021-04-01,anxiety,inpatient discharges,574
2021-05-01,anxiety,inpatient discharges,605
2021-06-01,anxiety,inpatient discharges,588
2021-07-01,anxiety,inpatient discharges,596
2021-08-01,anxiety,inpatient discharges,923
2021-09-01,anxiety,inpatient discharges,1063
2021-10-01,anxiety,inpatient discharges,897
2021-11-01,anxiety,inpatient discharges,849
2021-12-01,anxiety,inpatient discharges,888
2018-01-01,asthma,inpatient discharges,396
2018-02-01,asthma,inpatient discharges,298
2018-03-01,asthma,inpatient discharges,287
2018-04-01,asthma,inpatient discharges,264
2018-05-01,asthma,inpatient discharges,236
2018-06-01,asthma,inpatient discharges,198
2018-07-01,asthma,inpatient discharges,205
2018-08-01,asthma,inpatient discharges,226
2018-09-01,asthma,inpatient discharges,209
2018-10-01,asthma,inpatient discharges,236
2018-11-01,asthma,inpatient discharges,234
2018-12-01,asthma,inpatient discharges,275
2019-01-01,asthma,inpatient discharges,334
2019-02-01,asthma,inpatient discharges,268
2019-03-01,asthma,inpatient discharges,289
2019-04-01,asthma,inpatient discharges,270
2019-05-01,asthma,inpatient discharges,268
2019-06-01,asthma,inpatient discharges,226
2019-07-01,asthma,inpatient discharges,233
2019-08-01,asthma,inpatient discharges,233
2019-09-01,asthma,inpatient discharges,204
2019-10-01,asthma,inpatient discharges,232
2019-11-01,asthma,inpatient discharges,240
2019-12-01,asthma,inpatient discharges,294
2020-01-01,asthma,inpatient discharges,302
2020-02-01,asthma,inpatient discharges,291
2020-03-01,asthma,inpatient discharges,289
2020-04-01,asthma,inpatient discharges,304
2020-05-01,asthma,inpatient discharges,253
2020-06-01,asthma,inpatient discharges,279
2020-07-01,asthma,inpatient discharges,394
2020-08-01,asthma,inpatient discharges,374
2020-09-01,asthma,inpatient discharges,269
2020-10-01,asthma,inpatient discharges,274
2020-11-01,asthma,inpatient discharges,306
2020-12-01,asthma,inpatient discharges,717
2021-01-01,asthma,inpatient discharges,1048
2021-02-01,asthma,inpatient discharges,544
2021-03-01,asthma,inpatient discharges,337
2021-04-01,asthma,inpatient discharges,284
2021-05-01,asthma,inpatient discharges,257
2021-06-01,asthma,inpatient discharges,270
2021-07-01,asthma,inpatient discharges,242
2021-08-01,asthma,inpatient discharges,404
2021-09-01,asthma,inpatient discharges,482
2021-10-01,asthma,inpatient discharges,417
2021-11-01,asthma,inpatient discharges,358
2021-12-01,asthma,inpatient discharges,376
2018-01-01,behavioral syndromes,inpatient discharges,13
2018-02-01,behavioral syndromes,inpatient discharges,5
2018-03-01,behavioral syndromes,inpatient discharges,10
2018-04-01,behavioral syndromes,inpatient discharges,9
2018-05-01,behavioral syndromes,inpatient discharges,10
2018-06-01,behavioral syndromes,inpatient discharges,7
2018-07-01,behavioral syndromes,inpatient discharges,7
2018-08-01,behavioral syndromes,inpatient discharges,7
2018-09-01,behavioral syndromes,inpatient discharges,5
2018-10-01,behavioral syndromes,inpatient discharges,9
2018-11-01,behavioral syndromes,inpatient discharges,6
2018-12-01,behavioral syndromes,inpatient discharges,9
2019-01-01,behavioral syndromes,inpatient discharges,13
2019-02-01,behavioral syndromes,inpatient discharges,8
2019-03-01,behavioral syndromes,inpatient discharges,5
2019-04-01,behavioral syndromes,inpatient discharges,10
2019-05-01,behavioral syndromes,inpatient discharges,7
2019-06-01,behavioral syndromes,inpatient discharges,6
2019-07-01,behavioral syndromes,inpatient discharges,7
2019-08-01,behavioral syndromes,inpatient discharges,7
2019-09-01,behavioral syndromes,inpatient discharges,11
2019-10-01,behavioral syndromes,inpatient discharges,8
2019-11-01,behavioral syndromes,inpatient discharges,6
2019-12-01,behavioral syndromes,inpatient discharges,8
2020-01-01,behavioral syndromes,inpatient discharges,12
2020-02-01,behavioral syndromes,inpatient discharges,11
2020-03-01,behavioral syndromes,inpatient discharges,11
2020-04-01,behavioral syndromes,inpatient discharges,8
2020-05-01,behavioral syndromes,inpatient discharges,7
2020-06-01,behavioral syndromes,inpatient discharges,4
2020-07-01,behavioral syndromes,inpatient discharges,12
2020-08-01,behavioral syndromes,inpatient discharges,11
2020-09-01,behavioral syndromes,inpatient discharges,12
2020-10-01,behavioral syndromes,inpatient discharges,12
2020-11-01,behavioral syndromes,inpatient discharges,4
2020-12-01,behavioral syndromes,inpatient discharges,14
2021-01-01,behavioral syndromes,inpatient discharges,19
2021-02-01,behavioral syndromes,inpatient discharges,11
2021-03-01,behavioral syndromes,inpatient discharges,9
2021-04-01,behavioral syndromes,inpatient discharges,9
2021-05-01,behavioral syndromes,inpatient discharges,9
2021-06-01,behavioral syndromes,inpatient discharges,7
2021-07-01,behavioral syndromes,inpatient discharges,7
2021-08-01,behavioral syndromes,inpatient discharges,7
2021-09-01,behavioral syndromes,inpatient discharges,9
2021-10-01,behavioral syndromes,inpatient discharges,10
2021-11-01,behavioral syndromes,inpatient discharges,12
2021-12-01,behavioral syndromes,inpatient discharges,10
2018-01-01,cancer,inpatient discharges,1791
2018-02-01,cancer,inpatient discharges,1547
2018-03-01,cancer,inpatient discharges,1699
2018-04-01,cancer,inpatient discharges,1499
2018-05-01,cancer,inpatient discharges,1516
2018-06-01,cancer,inpatient discharges,1449
2018-07-01,cancer,inpatient discharges,1573
2018-08-01,cancer,inpatient discharges,1583
2018-09-01,cancer,inpatient discharges,1476
2018-10-01,cancer,inpatient discharges,1515
2018-11-01,cancer,inpatient discharges,1536
2018-12-01,cancer,inpatient discharges,1700
2019-01-01,cancer,inpatient discharges,1764
2019-02-01,cancer,inpatient discharges,1589
2019-03-01,cancer,inpatient discharges,1752
2019-04-01,cancer,inpatient discharges,1537
2019-05-01,cancer,inpatient discharges,1610
2019-06-01,cancer,inpatient discharges,1493
2019-07-01,cancer,inpatient discharges,1505
2019-08-01,cancer,inpatient discharges,1542
2019-09-01,cancer,inpatient discharges,1495
2019-10-01,cancer,inpatient discharges,1643
2019-11-01,cancer,inpatient discharges,1464
2019-12-01,cancer,inpatient discharges,1627
2020-01-01,cancer,inpatient discharges,1816
2020-02-01,cancer,inpatient discharges,1632
2020-03-01,cancer,inpatient discharges,1596
2020-04-01,cancer,inpatient discharges,1219
2020-05-01,cancer,inpatient discharges,1265
2020-06-01,cancer,inpatient discharges,1278
2020-07-01,cancer,inpatient discharges,1336
2020-08-01,cancer,inpatient discharges,1388
2020-09-01,cancer,inpatient discharges,1347
2020-10-01,cancer,inpatient discharges,1385
2020-11-01,cancer,inpatient discharges,1454
2020-12-01,cancer,inpatient discharges,1825
2021-01-01,cancer,inpatient discharges,2030
2021-02-01,cancer,inpatient discharges,1492
2021-03-01,cancer,inpatient discharges,1470
2021-04-01,cancer,inpatient discharges,1307
2021-05-01,cancer,inpatient discharges,1379
2021-06-01,cancer,inpatient discharges,1417
2021-07-01,cancer,inpatient discharges,1415
2021-08-01,cancer,inpatient discharges,1549
2021-09-01,cancer,inpatient discharges,1564
2021-10-01,cancer,inpatient discharges,1607
2021-11-01,cancer,inpatient discharges,1585
2021-12-01,cancer,inpatient discharges,1629
2018-01-01,cardiac arrest,inpatient discharges,1736
2018-02-01,cardiac arrest,inpatient discharges,1331
2018-03-01,cardiac arrest,inpatient discharges,1505
2018-04-01,cardiac arrest,inpatient discharges,1265
2018-05-01,cardiac arrest,inpatient discharges,1179
2018-06-01,cardiac arrest,inpatient discharges,1147
2018-07-01,cardiac arrest,inpatient discharges,1126
2018-08-01,cardiac arrest,inpatient discharges,1135
2018-09-01,cardiac arrest,inpatient discharges,1051
2018-10-01,cardiac arrest,inpatient discharges,1094
2018-11-01,cardiac arrest,inpatient discharges,1241
2018-12-01,cardiac arrest,inpatient discharges,1378
2019-01-01,cardiac arrest,inpatient discharges,1453
2019-02-01,cardiac arrest,inpatient discharges,1316
2019-03-01,cardiac arrest,inpatient discharges,1413
2019-04-01,cardiac arrest,inpatient discharges,1278
2019-05-01,cardiac arrest,inpatient discharges,1243
2019-06-01,cardiac arrest,inpatient discharges,1162
2019-07-01,cardiac arrest,inpatient discharges,1134
2019-08-01,cardiac arrest,inpatient discharges,1031
2019-09-01,cardiac arrest,inpatient discharges,1085
2019-10-01,cardiac arrest,inpatient discharges,1118
2019-11-01,cardiac arrest,inpatient discharges,1195
2019-12-01,cardiac arrest,inpatient discharges,1361
2020-01-01,cardiac arrest,inpatient discharges,1519
2020-02-01,cardiac arrest,inpatient discharges,1315
2020-03-01,cardiac arrest,inpatient discharges,1403
2020-04-01,cardiac arrest,inpatient discharges,1447
2020-05-01,cardiac arrest,inpatient discharges,1435
2020-06-01,cardiac arrest,inpatient discharges,1392
2020-07-01,cardiac arrest,inpatient discharges,1897
2020-08-01,cardiac arrest,inpatient discharges,1775
2020-09-01,cardiac arrest,inpatient discharges,1484
2020-10-01,cardiac arrest,inpatient discharges,1564
2020-11-01,cardiac arrest,inpatient discharges,1900
2020-12-01,cardiac arrest,inpatient discharges,3869
2021-01-01,cardiac arrest,inpatient discharges,5216
2021-02-01,cardiac arrest,inpatient discharges,2883
2021-03-01,cardiac arrest,inpatient discharges,2048
2021-04-01,cardiac arrest,inpatient discharges,1501
2021-05-01,cardiac arrest,inpatient discharges,1585
2021-06-01,cardiac arrest,inpatient discharges,1476
2021-07-01,cardiac arrest,inpatient discharges,1556
2021-08-01,cardiac arrest,inpatient discharges,2153
2021-09-01,cardiac arrest,inpatient discharges,2381
2021-10-01,cardiac arrest,inpatient discharges,2128
2021-11-01,cardiac arrest,inpatient discharges,1984
2021-12-01,cardiac arrest,inpatient discharges,2326
2018-01-01,chronic obstructive pulmonary disease (copd),inpatient discharges,863
2018-02-01,chronic obstructive pulmonary disease (copd),inpatient discharges,680
2018-03-01,chronic obstructive pulmonary disease (copd),inpatient discharges,740
2018-04-01,chronic obstructive pulmonary disease (copd),inpatient discharges,635
2018-05-01,chronic obstructive pulmonary disease (copd),inpatient discharges,613
2018-06-01,chronic obstructive pulmonary disease (copd),inpatient discharges,566
2018-07-01,chronic obstructive pulmonary disease (copd),inpatient discharges,641
2018-08-01,chronic obstructive pulmonary disease (copd),inpatient discharges,594
2018-09-01,chronic obstructive pulmonary disease (copd),inpatient discharges,541
2018-10-01,chronic obstructive pulmonary disease (copd),inpatient discharges,532
2018-11-01,chronic obstructive pulmonary disease (copd),inpatient discharges,571
2018-12-01,chronic obstructive pulmonary disease (copd),inpatient discharges,641
2019-01-01,chronic obstructive pulmonary disease (copd),inpatient discharges,681
2019-02-01,chronic obstructive pulmonary disease (copd),inpatient discharges,650
2019-03-01,chronic obstructive pulmonary disease (copd),inpatient discharges,689
2019-04-01,chronic obstructive pulmonary disease (copd),inpatient discharges,590
2019-05-01,chronic obstructive pulmonary disease (copd),inpatient discharges,616
2019-06-01,chronic obstructive pulmonary disease (copd),inpatient discharges,569
2019-07-01,chronic obstructive pulmonary disease (copd),inpatient discharges,553
2019-08-01,chronic obstructive pulmonary disease (copd),inpatient discharges,550
2019-09-01,chronic obstructive pulmonary disease (copd),inpatient discharges,519
2019-10-01,chronic obstructive pulmonary disease (copd),inpatient discharges,572
2019-11-01,chronic obstructive pulmonary disease (copd),inpatient discharges,572
2019-12-01,chronic obstructive pulmonary disease (copd),inpatient discharges,638
2020-01-01,chronic obstructive pulmonary disease (copd),inpatient discharges,699
2020-02-01,chronic obstructive pulmonary disease (copd),inpatient discharges,655
2020-03-01,chronic obstructive pulmonary disease (copd),inpatient discharges,593
2020-04-01,chronic obstructive pulmonary disease (copd),inpatient discharges,531
2020-05-01,chronic obstructive pulmonary disease (copd),inpatient discharges,542
2020-06-01,chronic obstructive pulmonary disease (copd),inpatient discharges,506
2020-07-01,chronic obstructive pulmonary disease (copd),inpatient discharges,600
2020-08-01,chronic obstructive pulmonary disease (copd),inpatient discharges,483
2020-09-01,chronic obstructive pulmonary disease (copd),inpatient discharges,449
2020-10-01,chronic obstructive pulmonary disease (copd),inpatient discharges,486
2020-11-01,chronic obstructive pulmonary disease (copd),inpatient discharges,617
2020-12-01,chronic obstructive pulmonary disease (copd),inpatient discharges,730
2021-01-01,chronic obstructive pulmonary disease (copd),inpatient discharges,814
2021-02-01,chronic obstructive pulmonary disease (copd),inpatient discharges,557
2021-03-01,chronic obstructive pulmonary disease (copd),inpatient discharges,569
2021-04-01,chronic obstructive pulmonary disease (copd),inpatient discharges,522
2021-05-01,chronic obstructive pulmonary disease (copd),inpatient discharges,463
2021-06-01,chronic obstructive pulmonary disease (copd),inpatient discharges,471
2021-07-01,chronic obstructive pulmonary disease (copd),inpatient discharges,483
2021-08-01,chronic obstructive pulmonary disease (copd),inpatient discharges,540
2021-09-01,chronic obstructive pulmonary disease (copd),inpatient discharges,522
2021-10-01,chronic obstructive pulmonary disease (copd),inpatient discharges,570
2021-11-01,chronic obstructive pulmonary disease (copd),inpatient discharges,548
2021-12-01,chronic obstructive pulmonary disease (copd),inpatient discharges,634
2020-04-01,covid-19,inpatient discharges,1611
2020-05-01,covid-19,inpatient discharges,1651
2020-06-01,covid-19,inpatient discharges,1526
2020-07-01,covid-19,inpatient discharges,2812
2020-08-01,covid-19,inpatient discharges,2781
2020-09-01,covid-19,inpatient discharges,1501
2020-10-01,covid-19,inpatient discharges,1039
2020-11-01,covid-19,inpatient discharges,1761
2020-12-01,covid-19,inpatient discharges,8799
2021-01-01,covid-19,inpatient discharges,14401
2021-02-01,covid-19,inpatient discharges,5797
2021-03-01,covid-19,inpatient discharges,1627
2021-04-01,covid-19,inpatient discharges,607
2021-05-01,covid-19,inpatient discharges,410
2021-06-01,covid-19,inpatient discharges,266
2021-07-01,covid-19,inpatient discharges,537
2021-08-01,covid-19,inpatient discharges,2592
2021-09-01,covid-19,inpatient discharges,3411
2021-10-01,covid-19,inpatient discharges,2101
2021-11-01,covid-19,inpatient discharges,1871
2021-12-01,covid-19,inpatient discharges,1785
2018-01-01,depression,inpatient discharges,820
2018-02-01,depression,inpatient discharges,645
2018-03-01,depression,inpatient discharges,629
2018-04-01,depression,inpatient discharges,582
2018-05-01,depression,inpatient discharges,573
2018-06-01,depression,inpatient discharges,534
2018-07-01,depression,inpatient discharges,534
2018-08-01,depression,inpatient discharges,542
2018-09-01,depression,inpatient discharges,512
2018-10-01,depression,inpatient discharges,523
2018-11-01,depression,inpatient discharges,533
2018-12-01,depression,inpatient discharges,625
2019-01-01,depression,inpatient discharges,674
2019-02-01,depression,inpatient discharges,618
2019-03-01,depression,inpatient discharges,669
2019-04-01,depression,inpatient discharges,591
2019-05-01,depression,inpatient discharges,546
2019-06-01,depression,inpatient discharges,563
2019-07-01,depression,inpatient discharges,530
2019-08-01,depression,inpatient discharges,471
2019-09-01,depression,inpatient discharges,487
2019-10-01,depression,inpatient discharges,583
2019-11-01,depression,inpatient discharges,510
2019-12-01,depression,inpatient discharges,647
2020-01-01,depression,inpatient discharges,651
2020-02-01,depression,inpatient discharges,630
2020-03-01,depression,inpatient discharges,588
2020-04-01,depression,inpatient discharges,613
2020-05-01,depression,inpatient discharges,604
2020-06-01,depression,inpatient discharges,591
2020-07-01,depression,inpatient discharges,687
2020-08-01,depression,inpatient discharges,648
2020-09-01,depression,inpatient discharges,595
2020-10-01,depression,inpatient discharges,596
2020-11-01,depression,inpatient discharges,673
2020-12-01,depression,inpatient discharges,1270
2021-01-01,depression,inpatient discharges,1524
2021-02-01,depression,inpatient discharges,888
2021-03-01,depression,inpatient discharges,681
2021-04-01,depression,inpatient discharges,546
2021-05-01,depression,inpatient discharges,542
2021-06-01,depression,inpatient discharges,511
2021-07-01,depression,inpatient discharges,570
2021-08-01,depression,inpatient discharges,696
2021-09-01,depression,inpatient discharges,772
2021-10-01,depression,inpatient discharges,676
2021-11-01,depression,inpatient discharges,600
2021-12-01,depression,inpatient discharges,664
2018-01-01,diabetes,inpatient discharges,3464
2018-02-01,diabetes,inpatient discharges,2679
2018-03-01,diabetes,inpatient discharges,2902
2018-04-01,diabetes,inpatient discharges,2446
2018-05-01,diabetes,inpatient discharges,2392
2018-06-01,diabetes,inpatient discharges,2266
2018-07-01,diabetes,inpatient discharges,2224
2018-08-01,diabetes,inpatient discharges,2209
2018-09-01,diabetes,inpatient discharges,2091
2018-10-01,diabetes,inpatient discharges,2245
2018-11-01,diabetes,inpatient discharges,2382
2018-12-01,diabetes,inpatient discharges,2727
2019-01-01,diabetes,inpatient discharges,2929
2019-02-01,diabetes,inpatient discharges,2682
2019-03-01,diabetes,inpatient discharges,2840
2019-04-01,diabetes,inpatient discharges,2499
2019-05-01,diabetes,inpatient discharges,2489
2019-06-01,diabetes,inpatient discharges,2265
2019-07-01,diabetes,inpatient discharges,2303
2019-08-01,diabetes,inpatient discharges,2185
2019-09-01,diabetes,inpatient discharges,2169
2019-10-01,diabetes,inpatient discharges,2373
2019-11-01,diabetes,inpatient discharges,2378
2019-12-01,diabetes,inpatient discharges,2721
2020-01-01,diabetes,inpatient discharges,3145
2020-02-01,diabetes,inpatient discharges,2832
2020-03-01,diabetes,inpatient discharges,2891
2020-04-01,diabetes,inpatient discharges,3062
2020-05-01,diabetes,inpatient discharges,2931
2020-06-01,diabetes,inpatient discharges,2888
2020-07-01,diabetes,inpatient discharges,3696
2020-08-01,diabetes,inpatient discharges,3675
2020-09-01,diabetes,inpatient discharges,2859
2020-10-01,diabetes,inpatient discharges,2785
2020-11-01,diabetes,inpatient discharges,3283
2020-12-01,diabetes,inpatient discharges,7399
2021-01-01,diabetes,inpatient discharges,10769
2021-02-01,diabetes,inpatient discharges,5643
2021-03-01,diabetes,inpatient discharges,3658
2021-04-01,diabetes,inpatient discharges,2637
2021-05-01,diabetes,inpatient discharges,2580
2021-06-01,diabetes,inpatient discharges,2372
2021-07-01,diabetes,inpatient discharges,2499
2021-08-01,diabetes,inpatient discharges,3546
2021-09-01,diabetes,inpatient discharges,3901
2021-10-01,diabetes,inpatient discharges,3510
2021-11-01,diabetes,inpatient discharges,3346
2021-12-01,diabetes,inpatient discharges,3803
2018-01-01,homeless,inpatient discharges,124
2018-02-01,homeless,inpatient discharges,81
2018-03-01,homeless,inpatient discharges,73
2018-04-01,homeless,inpatient discharges,76
2018-05-01,homeless,inpatient discharges,85
2018-06-01,homeless,inpatient discharges,79
2018-07-01,homeless,inpatient discharges,101
2018-08-01,homeless,inpatient discharges,98
2018-09-01,homeless,inpatient discharges,98
2018-10-01,homeless,inpatient discharges,100
2018-11-01,homeless,inpatient discharges,85
2018-12-01,homeless,inpatient discharges,99
2019-01-01,homeless,inpatient discharges,126
2019-02-01,homeless,inpatient discharges,119
2019-03-01,homeless,inpatient discharges,110
2019-04-01,homeless,inpatient discharges,94
2019-05-01,homeless,inpatient discharges,106
2019-06-01,homeless,inpatient discharges,90
2019-07-01,homeless,inpatient discharges,105
2019-08-01,homeless,inpatient discharges,102
2019-09-01,homeless,inpatient discharges,104
2019-10-01,homeless,inpatient discharges,111
2019-11-01,homeless,inpatient discharges,105
2019-12-01,homeless,inpatient discharges,107
2020-01-01,homeless,inpatient discharges,136
2020-02-01,homeless,inpatient discharges,109
2020-03-01,homeless,inpatient discharges,132
2020-04-01,homeless,inpatient discharges,120
2020-05-01,homeless,inpatient discharges,118
2020-06-01,homeless,inpatient discharges,110
2020-07-01,homeless,inpatient discharges,127
2020-08-01,homeless,inpatient discharges,145
2020-09-01,homeless,inpatient discharges,106
2020-10-01,homeless,inpatient discharges,114
2020-11-01,homeless,inpatient discharges,119
2020-12-01,homeless,inpatient discharges,172
2021-01-01,homeless,inpatient discharges,226
2021-02-01,homeless,inpatient discharges,140
2021-03-01,homeless,inpatient discharges,124
2021-04-01,homeless,inpatient discharges,117
2021-05-01,homeless,inpatient discharges,118
2021-06-01,homeless,inpatient discharges,93
2021-07-01,homeless,inpatient discharges,127
2021-08-01,homeless,inpatient discharges,174
2021-09-01,homeless,inpatient discharges,164
2021-10-01,homeless,inpatient discharges,156
2021-11-01,homeless,inpatient discharges,172
2021-12-01,homeless,inpatient discharges,169
2018-01-01,hypertension,inpatient discharges,6180
2018-02-01,hypertension,inpatient discharges,4576
2018-03-01,hypertension,inpatient discharges,5137
2018-04-01,hypertension,inpatient discharges,4253
2018-05-01,hypertension,inpatient discharges,4171
2018-06-01,hypertension,inpatient discharges,3925
2018-07-01,hypertension,inpatient discharges,3931
2018-08-01,hypertension,inpatient discharges,3940
2018-09-01,hypertension,inpatient discharges,3596
2018-10-01,hypertension,inpatient discharges,3892
2018-11-01,hypertension,inpatient discharges,4221
2018-12-01,hypertension,inpatient discharges,4751
2019-01-01,hypertension,inpatient discharges,5157
2019-02-01,hypertension,inpatient discharges,4636
2019-03-01,hypertension,inpatient discharges,5068
2019-04-01,hypertension,inpatient discharges,4437
2019-05-01,hypertension,inpatient discharges,4358
2019-06-01,hypertension,inpatient discharges,3991
2019-07-01,hypertension,inpatient discharges,3985
2019-08-01,hypertension,inpatient discharges,3818
2019-09-01,hypertension,inpatient discharges,3790
2019-10-01,hypertension,inpatient discharges,4100
2019-11-01,hypertension,inpatient discharges,4125
2019-12-01,hypertension,inpatient discharges,4652
2020-01-01,hypertension,inpatient discharges,5336
2020-02-01,hypertension,inpatient discharges,4844
2020-03-01,hypertension,inpatient discharges,4989
2020-04-01,hypertension,inpatient discharges,4912
2020-05-01,hypertension,inpatient discharges,4674
2020-06-01,hypertension,inpatient discharges,4483
2020-07-01,hypertension,inpatient discharges,5567
2020-08-01,hypertension,inpatient discharges,5387
2020-09-01,hypertension,inpatient discharges,4474
2020-10-01,hypertension,inpatient discharges,4357
2020-11-01,hypertension,inpatient discharges,5224
2020-12-01,hypertension,inpatient discharges,10774
2021-01-01,hypertension,inpatient discharges,14802
2021-02-01,hypertension,inpatient discharges,7860
2021-03-01,hypertension,inpatient discharges,5441
2021-04-01,hypertension,inpatient discharges,4245
2021-05-01,hypertension,inpatient discharges,4193
2021-06-01,hypertension,inpatient discharges,3850
2021-07-01,hypertension,inpatient discharges,4248
2021-08-01,hypertension,inpatient discharges,5509
2021-09-01,hypertension,inpatient discharges,5980
2021-10-01,hypertension,inpatient discharges,5568
2021-11-01,hypertension,inpatient discharges,5436
2021-12-01,hypertension,inpatient discharges,6052
2018-01-01,mood disorders (excluding depression),inpatient discharges,112
2018-02-01,mood disorders (excluding depression),inpatient discharges,95
2018-03-01,mood disorders (excluding depression),inpatient discharges,99
2018-04-01,mood disorders (excluding depression),inpatient discharges,88
2018-05-01,mood disorders (excluding depression),inpatient discharges,86
2018-06-01,mood disorders (excluding depression),inpatient discharges,100
2018-07-01,mood disorders (excluding depression),inpatient discharges,88
2018-08-01,mood disorders (excluding depression),inpatient discharges,71
2018-09-01,mood disorders (excluding depression),inpatient discharges,57
2018-10-01,mood disorders (excluding depression),inpatient discharges,90
2018-11-01,mood disorders (excluding depression),inpatient discharges,87
2018-12-01,mood disorders (excluding depression),inpatient discharges,100
2019-01-01,mood disorders (excluding depression),inpatient discharges,90
2019-02-01,mood disorders (excluding depression),inpatient discharges,90
2019-03-01,mood disorders (excluding depression),inpatient discharges,113
2019-04-01,mood disorders (excluding depression),inpatient discharges,102
2019-05-01,mood disorders (excluding depression),inpatient discharges,98
2019-06-01,mood disorders (excluding depression),inpatient discharges,69
2019-07-01,mood disorders (excluding depression),inpatient discharges,72
2019-08-01,mood disorders (excluding depression),inpatient discharges,92
2019-09-01,mood disorders (excluding depression),inpatient discharges,99
2019-10-01,mood disorders (excluding depression),inpatient discharges,97
2019-11-01,mood disorders (excluding depression),inpatient discharges,92
2019-12-01,mood disorders (excluding depression),inpatient discharges,103
2020-01-01,mood disorders (excluding depression),inpatient discharges,106
2020-02-01,mood disorders (excluding depression),inpatient discharges,117
2020-03-01,mood disorders (excluding depression),inpatient discharges,130
2020-04-01,mood disorders (excluding depression),inpatient discharges,128
2020-05-01,mood disorders (excluding depression),inpatient discharges,119
2020-06-01,mood disorders (excluding depression),inpatient discharges,123
